s,label,ku_source,score,parcours,ka,ku,answer,explain
http://example.org/course/X1II070,Optimisation non-linéaire,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.71045744,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,"The lecture covers the topics of multivariate calculus and optimization, which are also present in the Knowledge Unit."
http://example.org/course/X1II070,Optimisation non-linéaire,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.7096497,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,"The lecture covers the topics of multivariate calculus and optimization, which are also present in the Knowledge Unit."
http://example.org/course/X1II070,Optimisation non-linéaire,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.7080484,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,"The lecture covers the topics of multivariate calculus and optimization, which are also present in the Knowledge Unit."
http://example.org/course/X1LA010,Anglais Préparation TOEIC,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.67750263,"ATAL,ORO,DS,CMI,ALMA,VICO",Specialized_Platform_Development_SPD,SPD-Common_Aspects,0,"The lecture focuses on English language preparation and certification for TOEIC, whereas the Knowledge Unit covers programming development platforms in CS Core."
http://example.org/course/X1LA010,Anglais Préparation TOEIC,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Testing_and_Quality_Assurance.txt,0.6430316,"ATAL,ORO,DS,CMI,ALMA,VICO",Software_Engineering_SE,SE-Testing_and_Quality_Assurance,0,"The lecture does not cover SE-Testing and Quality Assurance core concepts, KA Core topics and illustrative learning outcomes."
http://example.org/course/X1LA010,Anglais Préparation TOEIC,file:///Users/molli-p/BodyOfKnowledge/Software_Development_Fundamentals_SDF/SDF-Fundamental_Programming_Concepts_and_Practices.txt,0.639416,"ATAL,ORO,DS,CMI,ALMA,VICO",Software_Development_Fundamentals_SDF,SDF-Fundamental_Programming_Concepts_and_Practices,8,"The lecture covers the first 4 and parts of the 6th and 7th points, but not all CS Core topics."
http://example.org/course/X1LI010,Management à Visée Innovante et Entrepreunariale,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Project_Management.txt,0.66312146,"ATAL,DS,ALMA,VICO,ORO,CMI",Software_Engineering_SE,SE-Project_Management,0,The lecture on Management à Visée Innovante et Entrepreunariale does not cover the essential topics of SE-Project Management such as project management principles and importance in computing.
http://example.org/course/X1LI010,Management à Visée Innovante et Entrepreunariale,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Maintenance_and_Evolution.txt,0.63776207,"ATAL,DS,ALMA,VICO,ORO,CMI",Software_Engineering_SE,SE-Maintenance_and_Evolution,1,"The lecture covers key concepts and practical applications of Software Engineering (SE)-Maintenance and Evolution, including principles for managing projects, creating business models, and presenting pitches. It is a comprehensive unit that overlaps with the knowledge area."
http://example.org/course/X1LI010,Management à Visée Innovante et Entrepreunariale,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Requirements_Engineering.txt,0.6321473,"ATAL,DS,ALMA,VICO,ORO,CMI",Software_Engineering_SE,SE-Requirements_Engineering,1,"The lecture covers most of the core concepts and advanced topics in Requirements Engineering, aligning with the Knowledge Unit's objectives."
http://example.org/course/X1LI010,Management à Visée Innovante et Entrepreunariale,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Project_Management.txt,0.66312146,"ATAL,DS,ALMA,VICO,ORO,CMI",Software_Engineering_SE,SE-Project_Management,0,"The lecture focuses on business model, plan and pitching, while the knowledge unit covers project management concepts, advanced topics and practical applications."
http://example.org/course/X1LI010,Management à Visée Innovante et Entrepreunariale,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Maintenance_and_Evolution.txt,0.63776207,"ATAL,DS,ALMA,VICO,ORO,CMI",Software_Engineering_SE,SE-Maintenance_and_Evolution,0,"The lecture focuses on management and innovation entrepreneurship, whereas the knowledge unit covers software evolution and maintenance concepts. There is no overlap between the two topics."
http://example.org/course/X1LI010,Management à Visée Innovante et Entrepreunariale,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Requirements_Engineering.txt,0.6321473,"ATAL,DS,ALMA,VICO,ORO,CMI",Software_Engineering_SE,SE-Requirements_Engineering,0,The lecture covers management topics but not software engineering concepts like SE-Requirements Engineering.
http://example.org/course/X1MC060,Méthodes numériques déterministes,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Linear_Linear_Algebra.txt,0.6847941,CMI,Mathematical_and_Statistical_Foundations_MSF,MSF-Linear_Linear_Algebra,1,"The lecture covers the topics of algebraic and geometric vectors, matrices, solving equations, linear independence, orthogonality, projection, least-squares, eigenvectors and eigenvalues. It also touches on applications to computer science such as PCA, SVD, page-rank and graphics."
http://example.org/course/X1MC060,Méthodes numériques déterministes,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.6798312,CMI,Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,"The lecture covers most of the topics in the Knowledge Unit, including approximation polynomiale, interpolation methods, and algebraic linear numerical advanced. However, some parts such as sequences, series, limits are not explicitly mentioned."
http://example.org/course/X1MC060,Méthodes numériques déterministes,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Models_Computational_Models_and_Formal_Languages.txt,0.6761421,CMI,Algorithmic_Foundations_AL,AL-Models_Computational_Models_and_Formal_Languages,0,"Only the first part of the KA Core is mentioned in the lecture (deterministic and nondeterministic automata), but not the pumping lemmas, decidability, reducibility, time and space complexity, equivalent models, or quantum computation."
http://example.org/course/X1MS010,Analyse des données,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning.txt,0.69522464,"ATAL,ORO,DS,CMI,VICO",Artificial_Intelligence_AI,AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning,0,"The lecture primarily focuses on statistical analysis techniques, whereas the Knowledge Unit covers a broader range of topics including probabilistic reasoning, machine learning, and decision making."
http://example.org/course/X1MS010,Analyse des données,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.68723273,"ATAL,ORO,DS,CMI,VICO",Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers a significant portion of the knowledge unit, including supervised and unsupervised learning, neural networks, optimization, and evaluation procedures."
http://example.org/course/X1MS010,Analyse des données,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning.txt,0.67260605,"ATAL,ORO,DS,CMI,VICO",Artificial_Intelligence_AI,AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning,0,"The lecture primarily focuses on statistical analysis techniques, whereas the Knowledge Unit covers a broader range of topics including probabilistic reasoning, machine learning, and decision making."
http://example.org/course/X2I1010,Bases de données évoluées,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.6981499,"ATAL,DS,ALMA,VICO",Specialized_Platform_Development_SPD,SPD-Common_Aspects,1,"The lecture covers the process ETL, OLAP operators and data modeling in general, which is a subset of the knowledge unit that also includes platform-specific programming languages, APIs, web development, etc."
http://example.org/course/X2I1010,Bases de données évoluées,file:///Users/molli-p/BodyOfKnowledge/Networking_and_Communication_NC/NC-Fundamentals_Fundamentals.txt,0.685925,"ATAL,DS,ALMA,VICO",Networking_and_Communication_NC,NC-Fundamentals_Fundamentals,1,"The lecture covers the topics of OLAP multidimensional models, ETL process, OLAP query operators, and NoSQL/NewSQL approaches, which are also present in the knowledge unit on networking fundamentals."
http://example.org/course/X2I1010,Bases de données évoluées,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Formal_Methods.txt,0.67382485,"ATAL,DS,ALMA,VICO",Software_Engineering_SE,SE-Formal_Methods,1,"The lecture covers topics such as OLAP, ETL, and NoSQL/NewSQL which are all part of the Knowledge Unit's content."
http://example.org/course/X2I4020,Ingénierie des réseaux,file:///Users/molli-p/BodyOfKnowledge/Networking_and_Communication_NC/NC-Fundamentals_Fundamentals.txt,0.6966163,"ATAL,ORO,DS,CMI,ALMA,VICO",Networking_and_Communication_NC,NC-Fundamentals_Fundamentals,1,"The lecture covers most of the content of the knowledge unit, with some emphasis on practical implementation and projects."
http://example.org/course/X2I4020,Ingénierie des réseaux,file:///Users/molli-p/BodyOfKnowledge/Operating_Systems_OS/OS-Protection_Protection_and_Safety.txt,0.67315733,"ATAL,ORO,DS,CMI,ALMA,VICO",Operating_Systems_OS,OS-Protection_Protection_and_Safety,1,"The lecture covers the topics of Adressage et routage IP, Protocole de routage dynamique and La sécurité dans les réseaux which are also covered in the Knowledge Unit."
http://example.org/course/X2I4020,Ingénierie des réseaux,file:///Users/molli-p/BodyOfKnowledge/Software_Development_Fundamentals_SDF/SDF-Fundamental_Programming_Concepts_and_Practices.txt,0.6661657,"ATAL,ORO,DS,CMI,ALMA,VICO",Software_Development_Fundamentals_SDF,SDF-Fundamental_Programming_Concepts_and_Practices,1,"The lecture covers the topics of addressing and routing IP (v4, v6), dynamic routing protocols (RIP, OSPF, BGP), wireless networks (IEEE 802.11, IEEE802.15, IoT), virtual networks (VLAN), security in networks, and cybersecurity. These are all relevant to the knowledge unit on basic programming concepts, indicating a significant overlap."
http://example.org/course/X2I5020,Interaction and applications,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Interactive_Computing_Platforms.txt,0.6710981,"ATAL,ORO,DS,CMI,ALMA,VICO",Specialized_Platform_Development_SPD,SPD-Interactive_Computing_Platforms,1,"The lecture covers the majority of topics presented in the Knowledge Unit, including interaction modalities, evaluation methods, and application examples in various domains."
http://example.org/course/X2I5020,Interaction and applications,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.6588868,"ATAL,ORO,DS,CMI,ALMA,VICO",Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,1,"The lecture covers the topics of interaction and applications in computer science, which includes aspects of NLP such as language processing and information retrieval. The lecture's content is not exhaustive but does overlap with the knowledge unit."
http://example.org/course/X2I5020,Interaction and applications,file:///Users/molli-p/BodyOfKnowledge/Society_Ethics_and_the_Profession_SEP/SEP-Social_Context.txt,0.65791565,"ATAL,ORO,DS,CMI,ALMA,VICO",Society_Ethics_and_the_Profession_SEP,SEP-Social_Context,1,"The lecture covers the CS Core topic 'Social Context' in detail, mentioning various aspects such as social implications, impact on individual well-being, and consequences of involving computing technologies."
http://example.org/course/X2II020,Data Mining,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.65838695,"ATAL,ORO,DS,CMI,ALMA,VICO",Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers a large subset of the knowledge Unit, but not all topics are explicitly mentioned as being covered. However, it seems to cover most of the main concepts and techniques in machine learning."
http://example.org/course/X2II020,Data Mining,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.6529647,"ATAL,ORO,DS,CMI,ALMA,VICO",Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers a large subset of the knowledge Unit, but not all topics are explicitly mentioned as being covered. However, it seems to cover most of the main concepts and techniques in machine learning."
http://example.org/course/X2II020,Data Mining,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning.txt,0.64564854,"ATAL,ORO,DS,CMI,ALMA,VICO",Artificial_Intelligence_AI,AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning,1,"The lecture covers the fundamentals of data mining, including statistical modeling and machine learning techniques, which aligns with the knowledge unit's topics on representation and reasoning in artificial intelligence."
http://example.org/course/X2II030,Compilation,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.7034187,"ATAL,ORO,DS,CMI,ALMA,VICO",Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,1,"The lecture covers all concepts related to compilation and the analysis of programming languages, with some overlap in the topics of type systems and memory management."
http://example.org/course/X2II030,Compilation,file:///Users/molli-p/BodyOfKnowledge/Software_Development_Fundamentals_SDF/SDF-Fundamental_Programming_Concepts_and_Practices.txt,0.6903854,"ATAL,ORO,DS,CMI,ALMA,VICO",Software_Development_Fundamentals_SDF,SDF-Fundamental_Programming_Concepts_and_Practices,1,"The lecture covers analysis lexicales, syntaxiques and sémantiques, compilation tools like LEX/YACC, code generation and optimization, which are all part of the CS Core knowledge unit."
http://example.org/course/X2II030,Compilation,file:///Users/molli-p/BodyOfKnowledge/Architecture_and_Organization_AR/AR-Assembly_Assembly_Level_Machine_Organization.txt,0.68701184,"ATAL,ORO,DS,CMI,ALMA,VICO",Architecture_and_Organization_AR,AR-Assembly_Assembly_Level_Machine_Organization,1,"Some topics in the Knowledge Unit are covered with more details and explanations compared to the lecture, but overall, it covers a significant subset of the content."
http://example.org/course/X2II040,Ethique et numérique,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.6796032,"ATAL,ORO,DS,CMI,ALMA,VICO",Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers the majority of topics from the knowledge unit, including supervised and unsupervised learning, neural networks, optimization, evaluation procedures, overfitting, and ethics in machine learning."
http://example.org/course/X2II040,Ethique et numérique,file:///Users/molli-p/BodyOfKnowledge/Society_Ethics_and_the_Profession_SEP/SEP-Economies_of_Computing.txt,0.6621466,"ATAL,ORO,DS,CMI,ALMA,VICO",Society_Ethics_and_the_Profession_SEP,SEP-Economies_of_Computing,0,"The lecture only touches on 'ethique de la recherche' and does not address the economies of computing, pricing strategies, automation, or ethical concerns in the knowledge unit."
http://example.org/course/X2II060,Anglais pour la communication scientifique,file:///Users/molli-p/BodyOfKnowledge/Society_Ethics_and_the_Profession_SEP/SEP-Communication.txt,0.61819965,"ATAL,ORO,DS,CMI,ALMA,VICO",Society_Ethics_and_the_Profession_SEP,SEP-Communication,1,"The lecture covers oral and written communication in scientific contexts, which is partially aligned with the Knowledge Unit's focus on communication in computing."
http://example.org/course/X2II100,Applications industrielles sur les données,file:///Users/molli-p/BodyOfKnowledge/Software_Development_Fundamentals_SDF/SDF-Society_Ethics_and_the_Profession.txt,0.68263304,"ATAL,DS,VICO",Software_Development_Fundamentals_SDF,SDF-Society_Ethics_and_the_Profession,1,"The lecture covers the industrial applications of data and AI, which is partially related to intellectual property rights, but does not directly address code responsibility, plagiarism, or professional ethics."
http://example.org/course/X2II100,Applications industrielles sur les données,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.68143857,"ATAL,DS,VICO",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,Most calculus topics are covered in the lecture with the exception of convexity and Lagrange multipliers.
http://example.org/course/X2II100,Applications industrielles sur les données,file:///Users/molli-p/BodyOfKnowledge/Graphics_and_Interactive_Techniques_GIT/GIT-3D_Modeling.txt,0.6808791,"ATAL,DS,VICO",Graphics_and_Interactive_Techniques_GIT,GIT-3D_Modeling,1,"The lecture covers the 'KA Core' topics, but only partially the 'CS Core' ones."
http://example.org/course/X2MC050,Optimisation déterministe et stochastique,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.70761424,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,Large subset of Optimisation stochastique and some parts of KA Core covered
http://example.org/course/X2MC050,Optimisation déterministe et stochastique,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.7072823,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,Large subset of Optimisation stochastique and some parts of KA Core covered
http://example.org/course/X2MC050,Optimisation déterministe et stochastique,file:///Users/molli-p/BodyOfKnowledge/Mathematical_and_Statistical_Foundations_MSF/MSF-Calculus.txt,0.70686483,"ORO,CMI",Mathematical_and_Statistical_Foundations_MSF,MSF-Calculus,1,Large subset of Optimisation stochastique and some parts of KA Core covered
http://example.org/course/X3IA080,Architectures et Styles d''Architectures,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.6862383,ALMA,Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,1,"The lecture covers the majority of the knowledge unit's topics, with some overlap in concepts such as architecture styles and paradigms."
http://example.org/course/X3IA080,Architectures et Styles d''Architectures,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.67934626,ALMA,Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,1,"The lecture covers the majority of the knowledge unit's topics, with some overlap in concepts such as architecture styles and paradigms."
http://example.org/course/X3IA080,Architectures et Styles d''Architectures,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.6784629,ALMA,Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,1,"The lecture covers the majority of the knowledge unit's topics, with some overlap in concepts such as architecture styles and paradigms."
http://example.org/course/X3IA110,Modélisation et Vérification des Systèmes Concurrents,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.6993337,ALMA,Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,0,"Only the topic 'Concurrency and Parallelism' is mentioned in the lecture content, which is only one out of several topics covered by the Knowledge Unit."
http://example.org/course/X3IA110,Modélisation et Vérification des Systèmes Concurrents,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Models_Computational_Models_and_Formal_Languages.txt,0.6808653,ALMA,Algorithmic_Foundations_AL,AL-Models_Computational_Models_and_Formal_Languages,1,"The lecture covers the core topics of formal languages and automata, decidability, uncomputability, Church-Turing thesis, algorithmic correctness, and equivalents models of computation. It also touches on quantum computation."
http://example.org/course/X3IA110,Modélisation et Vérification des Systèmes Concurrents,file:///Users/molli-p/BodyOfKnowledge/Foundations_Of_Programming_Languages/Foundations_Of_Programming_Languages.txt,0.6775727,ALMA,Foundations_Of_Programming_Languages,Foundations_Of_Programming_Languages,0,"Only the topic 'Concurrency and Parallelism' is mentioned in the lecture content, which is only one out of several topics covered by the Knowledge Unit."
http://example.org/course/X3IO060,Algorithmics in Genomics,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Foundational_Foundational_Data_Structures_and_Algorithms.txt,0.71242154,"ORO,CMI",Algorithmic_Foundations_AL,AL-Foundational_Foundational_Data_Structures_and_Algorithms,0,"The lecture covers only the introductory part of the Knowledge Unit, not delving into the specifics of data structures and algorithms as described in the unit."
http://example.org/course/X3IO060,Algorithmics in Genomics,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-SEP_Society_Ethics_and_the_Profession.txt,0.70001906,"ORO,CMI",Algorithmic_Foundations_AL,AL-SEP_Society_Ethics_and_the_Profession,1,"Most of the knowledge unit is covered with a strong emphasis on algorithmics in genomics, computational biology and data structures."
http://example.org/course/X3IO060,Algorithmics in Genomics,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Foundational_Foundational_Data_Structures_and_Algorithms.txt,0.6933576,"ORO,CMI",Algorithmic_Foundations_AL,AL-Foundational_Foundational_Data_Structures_and_Algorithms,0,"The lecture covers only the introductory part of the Knowledge Unit, not delving into the specifics of data structures and algorithms as described in the unit."
http://example.org/course/X3IO070,Conferences,file:///Users/molli-p/BodyOfKnowledge/Networking_and_Communication_NC/NC-Fundamentals_Fundamentals.txt,0.66318965,"ORO,CMI",Networking_and_Communication_NC,NC-Fundamentals_Fundamentals,1,"The lecture covers the organization of the internet, network elements, and layering principles."
http://example.org/course/X3IO070,Conferences,file:///Users/molli-p/BodyOfKnowledge/Human_Computer_Interaction_HCI/HCI-User_Understanding_the_User_Individual_goals_and_interactions_with_others.txt,0.6503287,"ORO,CMI",Human_Computer_Interaction_HCI,HCI-User_Understanding_the_User_Individual_goals_and_interactions_with_others,0,"The lecture focuses on conferences and understanding optimization methods in the business world, whereas the Knowledge Unit covers user-centered design, evaluation methods, and collaboration in Human-Computer Interaction."
http://example.org/course/X3IO070,Conferences,file:///Users/molli-p/BodyOfKnowledge/Software_Engineering_SE/SE-Formal_Methods.txt,0.65005165,"ORO,CMI",Software_Engineering_SE,SE-Formal_Methods,0,"The lecture covers general business topics related to optimization methods, whereas the Knowledge Unit focuses on specific software engineering concepts in SE-Formal Methods."
http://example.org/course/X3IT010,Développement logiciel en industrie de la langue,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.7229596,ATAL,Specialized_Platform_Development_SPD,SPD-Common_Aspects,Neb1456e6f7b244278bbb0b1eb6acd73d,N50d0bee9f4014344b866d07f82ef129c
http://example.org/course/X3IT010,Développement logiciel en industrie de la langue,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-LRR_Logical_Representation_and_Reasoning.txt,0.7097341,ATAL,Artificial_Intelligence_AI,AI-LRR_Logical_Representation_and_Reasoning,0,Most Knowledge Unit topics (AI-LRR) are not mentioned in the lecture description.
http://example.org/course/X3IT010,Développement logiciel en industrie de la langue,file:///Users/molli-p/BodyOfKnowledge/Software_Development_Fundamentals_SDF/SDF-Fundamental_Programming_Concepts_and_Practices.txt,0.70767426,ATAL,Software_Development_Fundamentals_SDF,SDF-Fundamental_Programming_Concepts_and_Practices,0,The lecture content only partially matches the CS Core concepts of the Knowledge Unit.
http://example.org/course/X3IT020,Insertion professionnelle,file:///Users/molli-p/BodyOfKnowledge/Graphics_and_Interactive_Techniques_GIT/GIT-Augmented_Reality.txt,0.66246474,ATAL,Graphics_and_Interactive_Techniques_GIT,GIT-Augmented_Reality,1,"The lecture covers the majority of the knowledge unit's concepts, including software engineering, business model canvas, and agile development methods."
http://example.org/course/X3IT020,Insertion professionnelle,file:///Users/molli-p/BodyOfKnowledge/Specialized_Platform_Development_SPD/SPD-Common_Aspects.txt,0.65494925,ATAL,Specialized_Platform_Development_SPD,SPD-Common_Aspects,1,"The lecture covers the topic of software development platforms, including web, mobile, and game development, as well as programming languages such as Python and Swift."
http://example.org/course/X3IT020,Insertion professionnelle,file:///Users/molli-p/BodyOfKnowledge/Graphics_and_Interactive_Techniques_GIT/GIT-3D_Modeling.txt,0.65249896,ATAL,Graphics_and_Interactive_Techniques_GIT,GIT-3D_Modeling,1,"The lecture covers various aspects of software engineering, including project management, business modeling, and architecture design, which are also present in the knowledge unit."
http://example.org/course/X3IT030,Algorithmique et alignement de chaînes,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Models_Computational_Models_and_Formal_Languages.txt,0.6757913,ATAL,Algorithmic_Foundations_AL,AL-Models_Computational_Models_and_Formal_Languages,1,"The lecture covers the topics of formal automata, formal languages, Chomsky Hierarchy, decidability and computability, Church-Turing Thesis, algorithmic correctness, and deterministic and nondeterministic automata."
http://example.org/course/X3IT030,Algorithmique et alignement de chaînes,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.6749023,ATAL,Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,0,"The lecture covers techniques of searching for patterns in texts (Algorithmique et alignement de chaînes), whereas the Knowledge Unit is broader and includes a wide range of topics in Natural Language Processing, including grammar, parsing, semantics, corpus-based methods, information retrieval, translation, classification, and deep learning."
http://example.org/course/X3IT030,Algorithmique et alignement de chaînes,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.6708143,ATAL,Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,0,"The lecture covers techniques of searching for patterns in texts (Algorithmique et alignement de chaînes), whereas the Knowledge Unit is broader and includes a wide range of topics in Natural Language Processing, including grammar, parsing, semantics, corpus-based methods, information retrieval, translation, classification, and deep learning."
http://example.org/course/X3IT040,Statistical and symbolic language modeling,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.74980223,ATAL,Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,1,"The lecture covers statistical and symbolic language modeling, which includes numeric models (bag of words and embeddings), probabilistic models (n-grams), grammatical models (syntaxic, lexical) and their applications. This is a large subset of the topics in the Knowledge Unit."
http://example.org/course/X3IT040,Statistical and symbolic language modeling,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-ML_Machine_Learning.txt,0.7292422,ATAL,Artificial_Intelligence_AI,AI-ML_Machine_Learning,1,"The lecture covers most of the knowledge Unit, including supervised, reinforcement, and unsupervised learning styles, machine learning algorithms, neural network training process, overfitting detection and management, learning theory, and ethics in machine learning."
http://example.org/course/X3IT040,Statistical and symbolic language modeling,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning.txt,0.72869635,ATAL,Artificial_Intelligence_AI,AI-KRR_Fundamental_Knowledge_Representation_and_Reasoning,1,"The lecture covers the fundamental concepts of symbolic and probabilistic language modeling, which are also covered in the Knowledge Unit on Representation and Reasoning. However, it does not cover machine learning or the full breadth of the unit."
http://example.org/course/X3IT060,Corpus,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.65998954,ATAL,Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,0,Most topics are not covered or mentioned briefly.
http://example.org/course/X3IT060,Corpus,file:///Users/molli-p/BodyOfKnowledge/Artificial_Intelligence_AI/AI-NLP_Natural_Language_Processing.txt,0.6493449,ATAL,Artificial_Intelligence_AI,AI-NLP_Natural_Language_Processing,0,Most topics are not covered or mentioned briefly.
http://example.org/course/X3IT060,Corpus,file:///Users/molli-p/BodyOfKnowledge/Algorithmic_Foundations_AL/AL-Models_Computational_Models_and_Formal_Languages.txt,0.6437697,ATAL,Algorithmic_Foundations_AL,AL-Models_Computational_Models_and_Formal_Languages,1,"The lecture covers the core concepts of formal languages, automata, and computability, including definitions, examples, and proofs for various models such as finite state machines, pushdown automata, Turing machines, and lambda calculus."
http://example.org/course/X3ITM50,Conférences et cours invités,file:///Users/molli-p/BodyOfKnowledge/Society_Ethics_and_the_Profession_SEP/SEP-Social_Context.txt,0.6534145,ATAL,Society_Ethics_and_the_Profession_SEP,SEP-Social_Context,1,"The lecture covers the broader social context of computing, which is only partially covered in the Knowledge Unit."
http://example.org/course/X3ITM50,Conférences et cours invités,file:///Users/molli-p/BodyOfKnowledge/Networking_and_Communication_NC/NC-Fundamentals_Fundamentals.txt,0.6518316,ATAL,Networking_and_Communication_NC,NC-Fundamentals_Fundamentals,1,"Lecture covers the organization of the internet, networking fundamentals, and layering principles which are a subset of the Knowledge Unit's topics."
